flowKey,minFiat,meanFiat,maxFiat,stdFiat,minBiat,meanBiat,maxBiat,stdBiat,minFpkt,meanFpkt,maxFpkt,stdFpkt,minBpkt,meanBpkt,maxBpkt,stdBpkt,protocol,duration,hasRTCP,fPackets,fBytes,bPackets,bBytes,label
"TCP: 172.16.105.71:56397,175.27.0.70:8081",47,16538,49475,23289.98329754661,0,0,0,0,0,330.75,1323,572.8758046034062,0,0,0,0,6,49614,0,4,1323,1,0,No Label
"TCP: 42.81.232.119:14000,172.16.105.71:64445",4513,71943.33333333333,161823,66154.30673978999,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,215830,0,4,286,1,0,No Label
"UDP: 109.244.249.110:8019,172.16.105.71:59222",201357,201952.5,202548,595.5,290818,290818,290818,0,1452,1452,1452,0,312,312,312,0,17,732016,0,3,4356,2,624,No Label
"TCP: 120.204.11.111:443,172.16.105.71:65044",210,24777.333333333332,73842,34693.97028623594,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,74332,0,4,517,1,0,No Label
"TCP: 172.16.105.71:64534,175.27.12.224:8081",16,19710.666666666668,59017,27793.795498675998,0,0,0,0,0,286.75,1147,496.66556907037557,0,0,0,0,6,59132,0,4,1147,1,0,No Label
"TCP: 42.81.183.216:443,172.16.105.71:64446",702,23307,45912,22605,161701,161701,161701,0,0,95.33333333333333,286,134.82169294623506,0,0,0,0,6,207160,0,3,286,2,0,No Label
"TCP: 14.17.5.229:8081,192.168.190.253:55374",36,25582,76590,36068.11899725296,0,0,0,0,0,274.75,1099,475.88095937954904,0,0,0,0,6,76746,0,4,1099,1,0,No Label
"TCP: 119.29.48.48:443,172.16.105.71:56324",10,9765.666666666666,19005,7763.266337194817,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,29297,0,4,517,1,0,No Label
"TCP: 172.16.105.71:64402,175.27.12.61:8081",18,10703.333333333334,31993,15054.103988244828,0,0,0,0,0,302.75,1211,524.3783819914776,0,0,0,0,6,32110,0,4,1211,1,0,No Label
"TCP: 109.244.246.240:8010,172.16.105.71:56810",84,12547.666666666666,37310,17509.74338919779,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,37643,0,4,312,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:65269",55,348603,1004546,464125.9216986988,0,0,0,0,0,0,0,0,0,0,0,0,6,1045809,0,4,0,1,0,No Label
"TCP: 172.16.105.71:57635,182.254.116.116:80",147,16086,32025,15939,30379,30379,30379,0,0,39.666666666666664,119,56.09713797413277,0,89,178,89,6,62323,0,3,119,2,178,No Label
"TCP: 109.244.249.149:80,172.16.105.71:57705",213,21441.5,42670,21228.5,68612,68612,68612,0,0,309.3333333333333,928,437.46339529407743,0,0,0,0,6,111215,0,3,928,2,0,No Label
"TCP: 43.137.23.229:443,172.16.105.71:57087",20,61317,183708,86543.54573662132,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,183951,0,4,517,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:57439",49,12315,36623,17188.594900883163,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,36945,0,4,517,1,0,No Label
"TCP: 183.47.114.154:8002,192.168.190.253:55504",129,36094,54279,25431.632861458187,0,0,0,0,0,156,312,156,0,0,0,0,6,108282,0,4,624,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:57882",162,11493.666666666666,33955,15882.775205304086,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,34481,0,4,517,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:61351",78,15535.333333333334,46269,21732.109735494058,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,46606,0,4,970,1,0,No Label
"TCP: 172.16.105.71:56843,175.27.203.247:8016",34,29081,87089,41017.86518904496,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,87243,0,4,312,1,0,No Label
"TCP: 159.75.57.69:443,172.16.105.71:65206",368,7160.666666666667,20638,9530.015786392427,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,21482,0,4,517,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:61568",58,147933.66666666666,443575,209049.9964224401,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,443801,0,4,970,1,0,No Label
"TCP: 172.16.105.71:65091,175.27.0.70:8081",8,29330.666666666668,87845,41375.916459806525,0,0,0,0,0,398.75,1424,596.0307773093601,0,0,0,0,6,87992,0,4,1595,1,0,No Label
"TCP: 172.16.105.71:64611,175.27.203.247:8017",264,67422,201501,94808.21948544335,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,202266,0,4,312,1,0,No Label
"TCP: 43.137.23.229:443,172.16.105.71:57661",161,55594.5,111028,55433.5,46304,46304,46304,0,0,172.33333333333334,517,243.71613724896335,0,0,0,0,6,157200,0,3,517,2,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:57654",9,11619.333333333334,34698,16319.184667814203,0,0,0,0,0,88.25,353,152.85348376795343,0,0,0,0,6,34858,0,4,353,1,0,No Label
"TCP: 81.69.100.164:8081,172.16.105.71:64992",19,11681.333333333334,34961,16461.22041513191,0,0,0,0,0,242.75,971,420.455333537345,0,0,0,0,6,35044,0,4,971,1,0,No Label
"TCP: 180.109.159.213:8010,192.168.190.253:55512",138,40515.666666666664,61754,28564.17831636137,0,0,0,0,0,156,312,156,0,0,0,0,6,121547,0,4,624,1,0,No Label
"TCP: 172.16.105.71:57701,180.102.59.24:443",91,6330,18806,8821.864239868275,0,0,0,0,0,78.25,313,135.53297569226464,0,0,0,0,6,18990,0,4,313,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:61154",58,55363,165935,78186.21254841973,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,166089,0,4,970,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:57126",59,14277,42556,19996.375388221404,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,42831,0,4,517,1,0,No Label
"TCP: 43.137.23.229:443,172.16.105.71:57564",27,16137.333333333334,48047,22563.898899692747,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,48412,0,4,517,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55852",43,22924,68387,32147.427341338942,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,68772,0,4,1360,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55675",25,16060.666666666666,48049,22619.19279923333,0,0,0,0,0,286.75,1147,496.66556907037557,0,0,0,0,6,48182,0,4,1147,1,0,No Label
"TCP: 109.244.249.25:8016,172.16.105.71:56542",111,14360,42770,20088.935777354327,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,43080,0,4,312,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:56331",14,13395.333333333334,39863,18715.85406962652,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,40186,0,4,517,1,0,No Label
"TCP: 109.244.246.240:8012,172.16.105.71:57527",115,15992.666666666666,47514,22289.1532713909,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,47978,0,4,312,1,0,No Label
"TCP: 121.51.142.18:443,172.16.105.71:64451",166,34312.666666666664,102527,48234.8284564403,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,102938,0,4,517,1,0,No Label
"TCP: 172.16.105.71:65106,175.27.0.70:8081",89,24389.5,48690,24300.5,113086,113086,113086,0,0,382.3333333333333,1147,540.7009853473133,0,0,0,0,6,161705,0,3,1147,2,0,No Label
"TCP: 109.244.249.110:8019,172.16.105.71:64619",90,149974.66666666666,449571,211846.61069168788,0,0,0,0,0,79.25,317,137.26502649983354,0,0,0,0,6,449924,0,4,317,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:64676",171,20171.666666666668,60132,28256.227636084437,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,60515,0,4,517,1,0,No Label
"TCP: 172.16.105.71:57104,175.27.203.247:8011",136,15300.333333333334,45296,21210.574977800316,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,45901,0,4,312,1,0,No Label
"TCP: 121.51.142.18:443,172.16.105.71:65038",55,9863.666666666666,29306,13747.991376520751,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,29591,0,4,517,1,0,No Label
"TCP: 81.69.100.164:8081,172.16.105.71:57128",17,22956.333333333332,68774,32397.992369212567,0,0,0,0,0,330.75,1323,572.8758046034062,0,0,0,0,6,68869,0,4,1323,1,0,No Label
"TCP: 119.147.6.94:8081,192.168.190.253:55417",97,22777.333333333332,53188,22352.95819846273,0,0,0,0,0,254.75,1019,441.2399432281715,0,0,0,0,6,68332,0,4,1019,1,0,No Label
"TCP: 109.244.249.149:80,172.16.105.71:57372",302323,32512458.75,45009749,18720552.371211518,0,0,0,0,0,0.6,1,0.48989794855663565,0,0,0,0,6,130049835,0,5,3,0,0,No Label
"TCP: 172.16.105.71:65142,175.27.0.70:8081",84,25135,75084,35319.331845322326,0,0,0,0,0,282.75,1131,489.73736584010004,0,0,0,0,6,75405,0,4,1131,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55465",53,19934.666666666668,59521,27991.8580106589,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,59804,0,4,1360,1,0,No Label
"TCP: 172.16.105.71:64628,180.109.156.154:443",49,76418,229101,107963.18700680647,0,0,0,0,0,78.25,313,135.53297569226464,0,0,0,0,6,229254,0,4,313,1,0,No Label
"TCP: 117.62.243.162:8080,192.168.190.253:55443",4632,46914,93379,36351.34677926895,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,140742,0,4,286,1,0,No Label
"TCP: 172.16.105.71:57149,175.27.0.70:8081",18,14208,42526,20023.86582722394,0,0,0,0,0,346.75,1387,600.5886175245082,0,0,0,0,6,42624,0,4,1387,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:57884",170,11305.666666666666,33573,15745.382483622161,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,33917,0,4,517,1,0,No Label
"TCP: 121.51.52.70:443,172.16.105.71:56368",15,10809.333333333334,32192,15120.06248517365,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,32428,0,4,517,1,0,No Label
"TCP: 109.244.170.50:8002,172.16.105.71:57718",1009832,3756958,8000603,2678143.104789492,0,0,0,0,0,0,0,0,0,0,0,0,6,15027832,0,5,0,0,0,No Label
"TCP: 109.244.249.25:8006,172.16.105.71:57708",49,15009.666666666666,44837,21091.144576706964,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,45029,0,4,312,1,0,No Label
"TCP: 172.16.105.71:64507,175.27.12.224:8081",18,16905.333333333332,50604,23828.575916789956,0,0,0,0,0,346.75,1387,600.5886175245082,0,0,0,0,6,50716,0,4,1387,1,0,No Label
"TCP: 172.16.105.71:56543,175.27.203.247:8006",149,14323.333333333334,42636,20020.083988057813,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,42970,0,4,312,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:60939",54,22787.333333333332,68109,32047.312506494036,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,68362,0,4,970,1,0,No Label
"TCP: 106.55.127.220:443,172.16.105.71:56327",406,9380.666666666666,25411,11362.198447288074,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,28142,0,4,517,1,0,No Label
"TCP: 172.16.105.71:65149,175.27.0.70:8081",52,29581.333333333332,88557,41702.10759129034,0,0,0,0,0,298.75,1195,517.4501787612021,0,0,0,0,6,88744,0,4,1195,1,0,No Label
"TCP: 172.16.105.63:63898,180.102.59.24:443",339,34548.5,68758,34209.5,25305,25305,25305,0,0,61.333333333333336,184,86.73843182554982,0,0,0,0,6,93971,0,3,184,2,0,No Label
"TCP: 109.244.170.50:8012,172.16.105.71:57716",46,14130.333333333334,41904,19639.610083253236,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,42391,0,4,312,1,0,No Label
"TCP: 172.16.105.71:57647,180.101.245.13:80",157,14873,42291,19404.880691894672,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,44619,0,4,286,1,0,No Label
"TCP: 109.244.249.10:80,172.16.105.71:56766",346,18495.5,36645,18149.5,37730,37730,37730,0,0,458.6666666666667,1376,648.6526206084595,0,0,0,0,6,74300,0,3,1376,2,0,No Label
"TCP: 172.16.105.71:64523,175.27.12.224:8081",16,15650.666666666666,46844,22057.039350032654,0,0,0,0,0,356,1424,616.6100874945204,0,0,0,0,6,46952,0,4,1424,1,0,No Label
"TCP: 172.16.105.71:57520,175.27.203.247:8000",12,16718.333333333332,49964,23508.3352073732,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,50155,0,4,312,1,0,No Label
"TCP: 119.29.29.98:80,192.168.190.253:55392",13,16390,49026,23077.187191394594,0,0,0,0,0,92.25,369,159.78168699822893,0,0,0,0,6,49170,0,4,369,1,0,No Label
"TCP: 172.16.105.71:56392,175.27.0.70:8081",24,12149.666666666666,36345,17108.699547955777,0,0,0,0,0,346.75,1387,600.5886175245082,0,0,0,0,6,36449,0,4,1387,1,0,No Label
"TCP: 159.75.57.69:443,172.16.105.71:57552",72,14372.666666666666,42737,20056.84581937604,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,43118,0,4,517,1,0,No Label
"TCP: 14.18.175.36:443,192.168.190.253:55422",15,22674.666666666668,67804,31911.351902140126,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,68024,0,4,517,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:56794",19,16691,49814,23421.671688132483,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,50073,0,4,517,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:64585",55,357628.3333333333,1010478,462334.4709207346,0,0,0,0,0,0,0,0,0,0,0,0,6,1072885,0,4,0,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55779",56,18917.666666666668,56609,26651.800593747674,0,0,0,0,0,306.75,1227,531.3065852217532,0,0,0,0,6,56753,0,4,1227,1,0,No Label
"TCP: 14.17.5.229:8081,192.168.190.253:55383",5,17930.333333333332,53707,25297.941646615356,0,0,0,0,0,230.75,923,399.67072384651846,0,0,0,0,6,53791,0,4,923,1,0,No Label
"TCP: 172.16.105.71:65232,180.102.59.60:443",93,81254.66666666667,243555,114763.6666729598,0,0,0,0,0,78.25,313,135.53297569226464,0,0,0,0,6,243764,0,4,313,1,0,No Label
"TCP: 81.69.100.121:8081,172.16.105.71:57116",78,13386,39974,18800.558573262304,0,0,0,0,0,274.75,1099,475.88095937954904,0,0,0,0,6,40158,0,4,1099,1,0,No Label
"TCP: 109.244.249.25:8009,172.16.105.71:56744",64,15061,44959,21141.114871264475,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,45183,0,4,312,1,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:57850",98,14423.333333333334,38000,16799.420175179326,0,0,0,0,0,104.25,417,180.56629668905546,0,0,0,0,6,43270,0,4,417,1,0,No Label
"TCP: 180.109.159.67:8007,192.168.190.253:55508",67,19316.666666666668,57723,27157.405280246407,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,57950,0,4,312,1,0,No Label
"TCP: 42.81.183.203:14000,172.16.105.71:65035",328,36165,72002,35837,43230,43230,43230,0,0,0,0,0,0,0,0,0,6,115039,0,3,0,2,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:64574",72,24251.333333333332,72550,34152.323506445195,0,0,0,0,0,356,1424,616.6100874945204,0,0,0,0,6,72754,0,4,1424,1,0,No Label
"TCP: 172.16.105.71:64488,175.27.12.224:8081",20,12689.666666666666,37951,17862.488485339574,0,0,0,0,0,356,1424,616.6100874945204,0,0,0,0,6,38069,0,4,1424,1,0,No Label
"TCP: 172.16.105.71:65146,175.27.0.70:8081",169,78214.5,156260,78045.5,174448,174448,174448,0,0,403.6666666666667,1211,570.8708746779394,0,0,0,0,6,330565,0,3,1211,2,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:56537",83,10023.333333333334,29683,13901.77639328474,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,30070,0,4,517,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:56462",62,13879.333333333334,41464,19505.315537622613,0,0,0,0,0,326.75,1307,565.9476013731306,0,0,0,0,6,41638,0,4,1307,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:60885",67,98271.33333333333,294530,138775.84757762746,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,294814,0,4,970,1,0,No Label
"TCP: 109.244.248.136:8013,172.16.105.71:57105",156,15290,45325,21238.165190681295,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,45870,0,4,312,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55654",25,15210.333333333334,45289,21269.16323903902,0,0,0,0,0,306.75,1227,531.3065852217532,0,0,0,0,6,45631,0,4,1227,1,0,No Label
"TCP: 109.244.249.25:8002,172.16.105.71:56800",196,22891.5,45587,22695.5,41094,41094,41094,0,0,104,312,147.07821048680188,0,0,0,0,6,86519,0,3,312,2,0,No Label
"TCP: 172.16.105.71:64538,175.27.12.224:8081",57,13616.666666666666,40676,19133.85377340964,0,0,0,0,0,306.75,1227,531.3065852217532,0,0,0,0,6,40850,0,4,1227,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55483",44,22474,67287,31687.581994634216,0,0,0,0,0,250.75,1003,434.311739997896,0,0,0,0,6,67422,0,4,1003,1,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:57085",31176,33119,35062,1943,31325,31325,31325,0,0,117.66666666666667,353,166.40579583923417,0,0,0,0,6,66238,0,3,353,2,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:57730",28,12855.666666666666,38435,18087.34666985613,0,0,0,0,0,356,1424,616.6100874945204,0,0,0,0,6,38567,0,4,1424,1,0,No Label
"TCP: 121.51.141.89:443,172.16.105.71:57550",89,11507.333333333334,34294,16112.61945046663,0,0,0,0,0,83.5,334,144.62624243200125,0,0,0,0,6,34522,0,4,334,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:65208",182,19757.5,39333,19575.5,66028,66028,66028,0,0,462.3333333333333,1387,653.838070337161,0,0,0,0,6,105290,0,3,1387,2,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:65218",51,130517.33333333333,391341,184430.18876227635,0,0,0,0,0,382.75,1424,602.7509332220067,0,0,0,0,6,391552,0,4,1531,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:56791",47,10568.333333333334,31359,14701.581351073162,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,31705,0,4,517,1,0,No Label
"TCP: 14.18.175.36:443,192.168.190.253:55523",165,22807,68023,31972.552270137374,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,68421,0,4,517,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:60836",21,8910.666666666666,26552,12474.433650025516,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,26732,0,4,970,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:57209",75,13363.333333333334,39904,18767.09113196703,0,0,0,0,0,354.75,1419,614.4450239850593,0,0,0,0,6,40090,0,4,1419,1,0,No Label
"TCP: 172.16.105.71:64463,180.109.156.154:443",55,9487,28315,13313.41458830153,0,0,0,0,0,78.25,313,135.53297569226464,0,0,0,0,6,28461,0,4,313,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:65249",14,23606,70516,33170.56771697866,0,0,0,0,0,386.75,1424,600.9581412211669,0,0,0,0,6,70818,0,4,1547,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55590",18,33781.333333333336,101240,47700.48872798777,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,101344,0,4,1360,1,0,No Label
"TCP: 172.16.105.71:57147,175.27.0.70:8081",19,15064.666666666666,45091,21231.840496972673,0,0,0,0,0,342.75,1371,593.6604142942327,0,0,0,0,6,45194,0,4,1371,1,0,No Label
"TCP: 172.16.105.71:64516,175.27.12.224:8081",19,27323.666666666668,81813,38529.808247064444,0,0,0,0,0,318.75,1275,552.0911949125797,0,0,0,0,6,81971,0,4,1275,1,0,No Label
"TCP: 180.101.245.13:80,192.168.190.253:55442",4524,46919,93520,36453.98771968119,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,140757,0,4,286,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55589",83,42700,127846,60207.32470942939,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,128100,0,4,1360,1,0,No Label
"TCP: 121.51.141.40:443,172.16.105.71:64682",76,26337.666666666668,78732,37048.425826507424,0,0,0,0,0,83.5,334,144.62624243200125,0,0,0,0,6,79013,0,4,334,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:65230",95,139651.5,279208,139556.5,418357,418357,418357,0,0,473,1419,668.9230150024739,0,0,0,0,6,697163,0,3,1419,2,0,No Label
"TCP: 14.18.175.36:443,192.168.190.253:55462",62,14799.333333333334,44084,20707.531662551082,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,44398,0,4,517,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:64425",27,13851.666666666666,41288,19400.612229743907,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,41555,0,4,517,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55598",91,21537.666666666668,64245,30198.740474102928,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,64613,0,4,1360,1,0,No Label
"TCP: 114.222.112.94:8080,172.16.105.71:57642",8206,15438.333333333334,28954,9564.869203961385,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,46315,0,4,286,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55531",101,33746.333333333336,96780,44605.40223136904,0,0,0,0,0,340,1360,588.8972745734183,0,0,0,0,6,101239,0,4,1360,1,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:64417",62,91456,274235,129244.27041072266,0,0,0,0,0,88.25,353,152.85348376795343,0,0,0,0,6,274368,0,4,353,1,0,No Label
"TCP: 81.69.100.121:8081,172.16.105.71:57041",14,13090.666666666666,39182,18449.37609303421,0,0,0,0,0,222.75,891,385.8143173859674,0,0,0,0,6,39272,0,4,891,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:56812",39,9403.666666666666,27869,13057.407229444732,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,28211,0,4,517,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55529",142,21108.333333333332,61772,28758.221205229103,0,0,0,0,0,278.75,1115,482.80916260982457,0,0,0,0,6,63325,0,4,1115,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:65251",234,121991.33333333333,365063,171877.71896386752,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,365974,0,4,517,1,0,No Label
"TCP: 172.16.105.71:65147,175.27.0.70:8081",19,32785.666666666664,98243,46285.33467765165,0,0,0,0,0,298.75,1195,517.4501787612021,0,0,0,0,6,98357,0,4,1195,1,0,No Label
"TCP: 183.60.15.53:8081,192.168.190.253:55393",117,16494.666666666668,48798,22842.65139796361,0,0,0,0,0,226.75,907,392.7425206162429,0,0,0,0,6,49484,0,4,907,1,0,No Label
"TCP: 109.244.249.149:80,172.16.105.71:57131",201,19041,37881,18840,41530,41530,41530,0,0,309.3333333333333,928,437.46339529407743,0,0,0,0,6,79354,0,3,928,2,0,No Label
"TCP: 119.147.6.94:8081,192.168.190.253:55402",37,13202.333333333334,39497,18593.142917633788,0,0,0,0,0,282.75,1131,489.73736584010004,0,0,0,0,6,39607,0,4,1131,1,0,No Label
"TCP: 121.51.141.89:443,172.16.105.71:57511",76,14817.666666666666,44212,20784.96418621457,0,0,0,0,0,83.5,334,144.62624243200125,0,0,0,0,6,44453,0,4,334,1,0,No Label
"TCP: 172.16.105.71:64508,175.27.12.224:8081",26,25723,77033,36281.66514921828,0,0,0,0,0,350.75,1403,607.5168207547837,0,0,0,0,6,77169,0,4,1403,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:64420",58,21130.666666666668,63037,29632.413112821047,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,63392,0,4,517,1,0,No Label
"TCP: 121.51.191.86:443,172.16.105.71:64483",12,21604.333333333332,64539,30359.565503405276,0,0,0,0,0,129.25,517,223.8675668782774,0,0,0,0,6,64813,0,4,517,1,0,No Label
"TCP: 114.222.112.94:80,172.16.105.71:64437",15257,23142.5,31028,7885.5,181116,181116,181116,0,0,95.33333333333333,286,134.82169294623506,0,0,0,0,6,212061,0,3,286,2,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:64578",5,35538.666666666664,106532,50199.8765093656,0,0,0,0,0,370.75,1424,608.5710209170331,0,0,0,0,6,106616,0,4,1483,1,0,No Label
"TCP: 109.244.170.211:8008,172.16.105.71:56847",146,28232,84305,39649.619140667666,0,0,0,0,0,78,312,135.09996299037243,0,0,0,0,6,84696,0,4,312,1,0,No Label
"TCP: 172.16.105.71:64401,175.27.12.61:8081",60,33253.333333333336,99186,46621.80412162913,0,0,0,0,0,170.75,683,295.7476753923858,0,0,0,0,6,99760,0,4,683,1,0,No Label
"TCP: 172.16.105.71:65024,180.101.245.60:8080",83,24274.666666666668,49501,20188.075396684606,0,0,0,0,0,71.5,286,123.84163274117472,0,0,0,0,6,72824,0,4,286,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:56439",96,18808.5,37521,18712.5,38349,38349,38349,0,0,419.6666666666667,1259,593.4982916759088,0,0,0,0,6,75808,0,3,1259,2,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.71:57207",25,22591.666666666668,67651,31861.774478030704,0,0,0,0,0,282.75,1131,489.73736584010004,0,0,0,0,6,67775,0,4,1131,1,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:56416",74,10278.333333333334,30577,14353.395099727759,0,0,0,0,0,92.25,369,159.78168699822893,0,0,0,0,6,30835,0,4,369,1,0,No Label
"TCP: 172.16.105.71:56395,175.27.0.70:8081",86,18104.5,36123,18018.5,39109,39109,39109,0,0,409,1227,578.4133470105959,0,0,0,0,6,75162,0,3,1227,2,0,No Label
"TCP: 114.221.151.184:443,192.168.190.253:55491",84,13206,39447,18555.189085536153,0,0,0,0,0,78.25,313,135.53297569226464,0,0,0,0,6,39618,0,4,313,1,0,No Label
"TCP: 109.244.216.125:8081,172.16.105.63:60788",73,92061,275896,129990.9878645439,0,0,0,0,0,242.5,970,420.0223208354527,0,0,0,0,6,276183,0,4,970,1,0,No Label
"TCP: 172.16.105.71:56378,175.27.0.70:8081",18,14046.666666666666,42027,19785.108412361275,0,0,0,0,0,294.75,1179,510.52197553092657,0,0,0,0,6,42140,0,4,1179,1,0,No Label
"TCP: 119.29.29.98:80,172.16.105.71:57096",26,10998.333333333334,32836,15441.623971878373,0,0,0,0,0,88.25,353,152.85348376795343,0,0,0,0,6,32995,0,4,353,1,0,No Label
"TCP: 183.2.143.214:8081,192.168.190.253:55517",13,28768.666666666668,86193,40605.15103886314,0,0,0,0,0,302.75,1211,524.3783819914776,0,0,0,0,6,86306,0,4,1211,1,0,No Label
"TCP: 172.16.105.71:57172,175.27.0.70:8081",5,17812,53324,25110.810540482362,0,0,0,0,0,370.75,1424,608.5710209170331,0,0,0,0,6,53436,0,4,1483,1,0,No Label
